pet_slug,species,style,minimum_species,maximum_species,possible_final_count,path_min_to_max,species_default_bst_min_to_max,proposed_context_bands_percent,missing_base_species_assets,mapping_scope
coalossal-3d,coalossal,3d,rolycoly,coalossal,1,rolycoly > carkol > coalossal,240 > 410 > 510,"coalossal [0.00,39.57); carkol [39.57,71.38); rolycoly [71.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
applin-3d,applin,3d,applin,flapple,3,applin > flapple,260 > 485,"flapple [0.00,58.59); applin [58.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
applin-3d,applin,3d,applin,appletun,3,applin > appletun,260 > 485,"appletun [0.00,58.59); applin [58.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
applin-3d,applin,3d,applin,hydrapple,3,applin > dipplin > hydrapple,260 > 485 > 540,"hydrapple [0.00,37.82); dipplin [37.82,71.79); applin [71.79,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
flapple-3d,flapple,3d,applin,flapple,1,applin > flapple,260 > 485,"flapple [0.00,58.59); applin [58.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
appletun-3d,appletun,3d,applin,appletun,1,applin > appletun,260 > 485,"appletun [0.00,58.59); applin [58.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
silicobra-3d,silicobra,3d,silicobra,sandaconda,1,silicobra > sandaconda,315 > 510,"sandaconda [0.00,55.64); silicobra [55.64,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sandaconda-3d,sandaconda,3d,silicobra,sandaconda,1,silicobra > sandaconda,315 > 510,"sandaconda [0.00,55.64); silicobra [55.64,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cramorant-3d,cramorant,3d,cramorant,cramorant,1,cramorant,475,"cramorant [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
arrokuda-3d,arrokuda,3d,arrokuda,barraskewda,1,arrokuda > barraskewda,280 > 490,"barraskewda [0.00,57.27); arrokuda [57.27,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
barraskewda-3d,barraskewda,3d,arrokuda,barraskewda,1,arrokuda > barraskewda,280 > 490,"barraskewda [0.00,57.27); arrokuda [57.27,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
toxel-3d,toxel,3d,toxel,toxtricity,1,toxel > toxtricity,242 > 502,"toxtricity [0.00,60.73); toxel [60.73,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
toxtricity-3d,toxtricity,3d,toxel,toxtricity,1,toxel > toxtricity,242 > 502,"toxtricity [0.00,60.73); toxel [60.73,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sizzlipede-3d,sizzlipede,3d,sizzlipede,centiskorch,1,sizzlipede > centiskorch,305 > 525,"centiskorch [0.00,56.93); sizzlipede [56.93,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
centiskorch-3d,centiskorch,3d,sizzlipede,centiskorch,1,sizzlipede > centiskorch,305 > 525,"centiskorch [0.00,56.93); sizzlipede [56.93,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
clobbopus-3d,clobbopus,3d,clobbopus,grapploct,1,clobbopus > grapploct,310 > 480,"grapploct [0.00,54.68); clobbopus [54.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
grapploct-3d,grapploct,3d,clobbopus,grapploct,1,clobbopus > grapploct,310 > 480,"grapploct [0.00,54.68); clobbopus [54.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sinistea-3d,sinistea,3d,sinistea,polteageist,1,sinistea > polteageist,308 > 508,"polteageist [0.00,56.03); sinistea [56.03,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
polteageist-3d,polteageist,3d,sinistea,polteageist,1,sinistea > polteageist,308 > 508,"polteageist [0.00,56.03); sinistea [56.03,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hatenna-3d,hatenna,3d,hatenna,hatterene,1,hatenna > hattrem > hatterene,265 > 370 > 510,"hatterene [0.00,40.09); hattrem [40.09,69.17); hatenna [69.17,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hattrem-3d,hattrem,3d,hatenna,hatterene,1,hatenna > hattrem > hatterene,265 > 370 > 510,"hatterene [0.00,40.09); hattrem [40.09,69.17); hatenna [69.17,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hatterene-3d,hatterene,3d,hatenna,hatterene,1,hatenna > hattrem > hatterene,265 > 370 > 510,"hatterene [0.00,40.09); hattrem [40.09,69.17); hatenna [69.17,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
impidimp-3d,impidimp,3d,impidimp,grimmsnarl,1,impidimp > morgrem > grimmsnarl,265 > 370 > 510,"grimmsnarl [0.00,40.09); morgrem [40.09,69.17); impidimp [69.17,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
morgrem-3d,morgrem,3d,impidimp,grimmsnarl,1,impidimp > morgrem > grimmsnarl,265 > 370 > 510,"grimmsnarl [0.00,40.09); morgrem [40.09,69.17); impidimp [69.17,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
grimmsnarl-3d,grimmsnarl,3d,impidimp,grimmsnarl,1,impidimp > morgrem > grimmsnarl,265 > 370 > 510,"grimmsnarl [0.00,40.09); morgrem [40.09,69.17); impidimp [69.17,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
obstagoon-3d,obstagoon,3d,zigzagoon,obstagoon,1,zigzagoon > linoone > obstagoon,240 > 420 > 520,"obstagoon [0.00,39.66); linoone [39.66,71.69); zigzagoon [71.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
perrserker-3d,perrserker,3d,meowth,perrserker,1,meowth > perrserker,290 > 440,"perrserker [0.00,54.25); meowth [54.25,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cursola-3d,cursola,3d,corsola,cursola,1,corsola > cursola,410 > 510,"cursola [0.00,49.89); corsola [49.89,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sirfetchd-3d,sirfetchd,3d,farfetchd,sirfetchd,1,farfetchd > sirfetchd,377 > 507,"sirfetchd [0.00,51.62); farfetchd [51.62,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mr-rime-3d,mr-rime,3d,mime-jr,mr-rime,1,mime-jr > mr-mime > mr-rime,310 > 460 > 520,"mr-rime [0.00,36.28); mr-mime [36.28,68.37); mime-jr [68.37,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
runerigus-3d,runerigus,3d,yamask,runerigus,1,yamask > runerigus,303 > 483,"runerigus [0.00,55.31); yamask [55.31,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
milcery-3d,milcery,3d,milcery,alcremie,1,milcery > alcremie,270 > 495,"alcremie [0.00,58.24); milcery [58.24,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
alcremie-3d,alcremie,3d,milcery,alcremie,1,milcery > alcremie,270 > 495,"alcremie [0.00,58.24); milcery [58.24,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
falinks-3d,falinks,3d,falinks,falinks,1,falinks,470,"falinks [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pincurchin-3d,pincurchin,3d,pincurchin,pincurchin,1,pincurchin,435,"pincurchin [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
snom-3d,snom,3d,snom,frosmoth,1,snom > frosmoth,185 > 475,"frosmoth [0.00,64.77); snom [64.77,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
frosmoth-3d,frosmoth,3d,snom,frosmoth,1,snom > frosmoth,185 > 475,"frosmoth [0.00,64.77); snom [64.77,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
stonjourner-3d,stonjourner,3d,stonjourner,stonjourner,1,stonjourner,470,"stonjourner [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eiscue-3d,eiscue,3d,eiscue,eiscue,1,eiscue,470,"eiscue [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
indeedee-3d,indeedee,3d,indeedee,indeedee,1,indeedee,475,"indeedee [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
morpeko-3d,morpeko,3d,morpeko,morpeko,1,morpeko,436,"morpeko [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cufant-3d,cufant,3d,cufant,copperajah,1,cufant > copperajah,330 > 500,"copperajah [0.00,54.22); cufant [54.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
copperajah-3d,copperajah,3d,cufant,copperajah,1,cufant > copperajah,330 > 500,"copperajah [0.00,54.22); cufant [54.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dracozolt-3d,dracozolt,3d,dracozolt,dracozolt,1,dracozolt,505,"dracozolt [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
arctozolt-3d,arctozolt,3d,arctozolt,arctozolt,1,arctozolt,505,"arctozolt [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dracovish-3d,dracovish,3d,dracovish,dracovish,1,dracovish,505,"dracovish [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
arctovish-3d,arctovish,3d,arctovish,arctovish,1,arctovish,505,"arctovish [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
duraludon-3d,duraludon,3d,duraludon,archaludon,1,duraludon > archaludon,535 > 600,"archaludon [0.00,47.58); duraludon [47.58,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dreepy-3d,dreepy,3d,dreepy,dragapult,1,dreepy > drakloak > dragapult,270 > 410 > 600,"dragapult [0.00,42.19); drakloak [42.19,71.02); dreepy [71.02,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
drakloak-3d,drakloak,3d,dreepy,dragapult,1,dreepy > drakloak > dragapult,270 > 410 > 600,"dragapult [0.00,42.19); drakloak [42.19,71.02); dreepy [71.02,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dragapult-3d,dragapult,3d,dreepy,dragapult,1,dreepy > drakloak > dragapult,270 > 410 > 600,"dragapult [0.00,42.19); drakloak [42.19,71.02); dreepy [71.02,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zacian-3d,zacian,3d,zacian,zacian,1,zacian,660,"zacian [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zamazenta-3d,zamazenta,3d,zamazenta,zamazenta,1,zamazenta,660,"zamazenta [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eternatus-3d,eternatus,3d,eternatus,eternatus,1,eternatus,690,"eternatus [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kubfu-3d,kubfu,3d,kubfu,urshifu,1,kubfu > urshifu,385 > 550,"urshifu [0.00,52.94); kubfu [52.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
urshifu-3d,urshifu,3d,kubfu,urshifu,1,kubfu > urshifu,385 > 550,"urshifu [0.00,52.94); kubfu [52.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zarude-3d,zarude,3d,zarude,zarude,1,zarude,600,"zarude [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
regieleki-3d,regieleki,3d,regieleki,regieleki,1,regieleki,580,"regieleki [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
regidrago-3d,regidrago,3d,regidrago,regidrago,1,regidrago,580,"regidrago [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
glastrier-3d,glastrier,3d,glastrier,glastrier,1,glastrier,580,"glastrier [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
spectrier-3d,spectrier,3d,spectrier,spectrier,1,spectrier,580,"spectrier [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
calyrex-3d,calyrex,3d,calyrex,calyrex,1,calyrex,500,"calyrex [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wyrdeer-3d,wyrdeer,3d,stantler,wyrdeer,1,stantler > wyrdeer,465 > 525,"wyrdeer [0.00,47.73); stantler [47.73,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kleavor-3d,kleavor,3d,scyther,kleavor,1,scyther > kleavor,500 > 500,"kleavor [0.00,45.00); scyther [45.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ursaluna-3d,ursaluna,3d,teddiursa,ursaluna,1,teddiursa > ursaring > ursaluna,330 > 500 > 550,"ursaluna [0.00,35.87); ursaring [35.87,68.48); teddiursa [68.48,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
basculegion-3d,basculegion,3d,basculin,basculegion,1,basculin > basculegion,460 > 530,"basculegion [0.00,48.18); basculin [48.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sneasler-3d,sneasler,3d,sneasel,sneasler,1,sneasel > sneasler,430 > 510,"sneasler [0.00,48.83); sneasel [48.83,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
overqwil-3d,overqwil,3d,qwilfish,overqwil,1,qwilfish > overqwil,440 > 510,"overqwil [0.00,48.32); qwilfish [48.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
enamorus-3d,enamorus,3d,enamorus,enamorus,1,enamorus,580,"enamorus [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sprigatito-3d,sprigatito,3d,sprigatito,meowscarada,1,sprigatito > floragato > meowscarada,310 > 410 > 530,"meowscarada [0.00,38.16); floragato [38.16,67.68); sprigatito [67.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
floragato-3d,floragato,3d,sprigatito,meowscarada,1,sprigatito > floragato > meowscarada,310 > 410 > 530,"meowscarada [0.00,38.16); floragato [38.16,67.68); sprigatito [67.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
meowscarada-3d,meowscarada,3d,sprigatito,meowscarada,1,sprigatito > floragato > meowscarada,310 > 410 > 530,"meowscarada [0.00,38.16); floragato [38.16,67.68); sprigatito [67.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
fuecoco-3d,fuecoco,3d,fuecoco,skeledirge,1,fuecoco > crocalor > skeledirge,310 > 411 > 530,"skeledirge [0.00,38.13); crocalor [38.13,67.70); fuecoco [67.70,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
crocalor-3d,crocalor,3d,fuecoco,skeledirge,1,fuecoco > crocalor > skeledirge,310 > 411 > 530,"skeledirge [0.00,38.13); crocalor [38.13,67.70); fuecoco [67.70,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
skeledirge-3d,skeledirge,3d,fuecoco,skeledirge,1,fuecoco > crocalor > skeledirge,310 > 411 > 530,"skeledirge [0.00,38.13); crocalor [38.13,67.70); fuecoco [67.70,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
quaxly-3d,quaxly,3d,quaxly,quaquaval,1,quaxly > quaxwell > quaquaval,310 > 410 > 530,"quaquaval [0.00,38.16); quaxwell [38.16,67.68); quaxly [67.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
quaxwell-3d,quaxwell,3d,quaxly,quaquaval,1,quaxly > quaxwell > quaquaval,310 > 410 > 530,"quaquaval [0.00,38.16); quaxwell [38.16,67.68); quaxly [67.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
quaquaval-3d,quaquaval,3d,quaxly,quaquaval,1,quaxly > quaxwell > quaquaval,310 > 410 > 530,"quaquaval [0.00,38.16); quaxwell [38.16,67.68); quaxly [67.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lechonk-3d,lechonk,3d,lechonk,oinkologne,1,lechonk > oinkologne,254 > 489,"oinkologne [0.00,59.23); lechonk [59.23,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
oinkologne-3d,oinkologne,3d,lechonk,oinkologne,1,lechonk > oinkologne,254 > 489,"oinkologne [0.00,59.23); lechonk [59.23,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tarountula-3d,tarountula,3d,tarountula,spidops,1,tarountula > spidops,210 > 404,"spidops [0.00,59.22); tarountula [59.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
spidops-3d,spidops,3d,tarountula,spidops,1,tarountula > spidops,210 > 404,"spidops [0.00,59.22); tarountula [59.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
nymble-3d,nymble,3d,nymble,lokix,1,nymble > lokix,210 > 450,"lokix [0.00,61.36); nymble [61.36,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lokix-3d,lokix,3d,nymble,lokix,1,nymble > lokix,210 > 450,"lokix [0.00,61.36); nymble [61.36,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pawmi-3d,pawmi,3d,pawmi,pawmot,1,pawmi > pawmo > pawmot,240 > 350 > 490,"pawmot [0.00,40.83); pawmo [40.83,70.00); pawmi [70.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pawmo-3d,pawmo,3d,pawmi,pawmot,1,pawmi > pawmo > pawmot,240 > 350 > 490,"pawmot [0.00,40.83); pawmo [40.83,70.00); pawmi [70.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pawmot-3d,pawmot,3d,pawmi,pawmot,1,pawmi > pawmo > pawmot,240 > 350 > 490,"pawmot [0.00,40.83); pawmo [40.83,70.00); pawmi [70.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tandemaus-3d,tandemaus,3d,tandemaus,maushold,1,tandemaus > maushold,305 > 470,"maushold [0.00,54.58); tandemaus [54.58,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
maushold-3d,maushold,3d,tandemaus,maushold,1,tandemaus > maushold,305 > 470,"maushold [0.00,54.58); tandemaus [54.58,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
fidough-3d,fidough,3d,fidough,dachsbun,1,fidough > dachsbun,312 > 477,"dachsbun [0.00,54.41); fidough [54.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dachsbun-3d,dachsbun,3d,fidough,dachsbun,1,fidough > dachsbun,312 > 477,"dachsbun [0.00,54.41); fidough [54.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
smoliv-3d,smoliv,3d,smoliv,arboliva,1,smoliv > dolliv > arboliva,260 > 354 > 510,"arboliva [0.00,40.84); dolliv [40.84,69.18); smoliv [69.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dolliv-3d,dolliv,3d,smoliv,arboliva,1,smoliv > dolliv > arboliva,260 > 354 > 510,"arboliva [0.00,40.84); dolliv [40.84,69.18); smoliv [69.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
